Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2021,Spring,2021-sp,GEOG,350,Sustainability and the City,ONL,0,19,0,5,1,0,0,0,0,0,0,0,0,0,"Wilson, David"
2021,Spring,2021-sp,GEOG,371,Spatial Analysis,ONL,2,15,4,5,0,0,0,1,0,0,0,0,0,0,"McLafferty, Sara L"
2021,Spring,2021-sp,GEOG,379,Intro to GIS Systems,ONL,0,9,30,4,13,4,5,3,0,1,0,2,0,0,"Minn, Michael J"
2021,Spring,2021-sp,GEOG,407,CyberGIS & Geospatial Data Sci,ONL,2,11,2,4,2,1,1,0,0,0,0,0,2,0,"Padmanabhan, Anand"
2021,Spring,2021-sp,GEOG,477,Introduction to Remote Sensing,ONL,0,11,2,5,3,2,0,1,1,0,0,0,0,0,"Diao, Chunyuan"
2021,Spring,2021-sp,GEOG,489,Programming for GIS,ONL,0,17,1,2,0,1,0,0,0,0,0,0,0,0,"Han, Su Y"
2021,Spring,2021-sp,GEOG,527,Geospatial AI & Mach. Learning,ONL,0,22,1,1,0,1,0,0,0,0,0,0,1,0,"Wang, Xuantong"
2021,Spring,2021-sp,GEOL,100,Planet Earth,ONL,37,10,9,3,10,3,2,3,1,0,0,0,4,0,"Conroy, Jessica"
2021,Spring,2021-sp,GEOL,104,Geology of the National Parks,ONL,46,20,10,1,2,3,3,5,1,2,1,0,0,0,"Pettijohn, Justin C"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,7,6,3,2,0,2,1,3,0,0,1,0,0,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,6,4,1,4,3,0,2,3,1,0,1,0,0,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,5,7,2,2,3,0,1,2,0,0,2,0,0,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,4,5,2,1,4,1,3,2,0,1,2,0,0,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,3,5,4,3,1,3,2,3,0,1,0,0,0,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,107,Physical Geology,OD,2,4,2,2,4,2,2,3,1,0,2,0,1,0,"Long, Ann D"
2021,Spring,2021-sp,GEOL,111,Emergence of Life,ONL,34,38,18,15,13,8,7,7,6,5,5,7,25,0,"Cole, Todd M"
2021,Spring,2021-sp,GEOL,118,Natural Disasters,ONL,44,26,30,13,11,9,4,6,3,0,1,0,1,0,"Christie, Max L"
2021,Spring,2021-sp,GEOL,470,Introduction to Hydrogeology,ONL,3,5,5,2,0,4,1,2,1,0,0,0,3,0,"Cole, Todd M"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,5,23,2,0,1,0,0,0,0,0,0,0,0,0,"Guo, Lujun"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,2,22,3,1,2,0,0,1,2,0,0,0,0,0,"Jin, Pu"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,4,19,5,2,1,0,0,0,0,0,0,0,2,0,"Jin, Pu"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,4,16,5,2,1,5,0,0,0,0,0,0,0,0,"Guo, Lujun"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,5,23,2,3,0,0,0,0,0,0,0,0,0,0,"Guo, Lujun"
2021,Spring,2021-sp,GER,251,Grimm's Fairy Tales in Context,OD,2,22,2,2,2,0,2,0,0,0,0,0,1,0,"Jin, Pu"
2021,Spring,2021-sp,GER,261,Representing the Holocaust,ONL,10,8,4,4,1,0,0,2,1,0,0,0,0,0,"Wade, Mara R"
2021,Spring,2021-sp,GLBL,100,Intro to Global Studies,ONL,12,6,0,1,1,1,1,1,1,0,0,1,2,0,"Gonzalez, Daniel A"
2021,Spring,2021-sp,GLBL,100,Intro to Global Studies,ONL,11,2,1,1,0,0,0,0,0,1,0,0,5,0,"Gonzalez, Daniel A"
2021,Spring,2021-sp,GLBL,100,Intro to Global Studies,ONL,2,5,4,2,2,1,0,1,0,0,2,0,2,0,"Bralower, Alyssa R"
2021,Spring,2021-sp,GLBL,100,Intro to Global Studies,ONL,12,11,2,0,1,0,0,0,3,0,0,0,0,0,"Schrag, David M"
2021,Spring,2021-sp,GLBL,270,Intro Global Markets & Society,ONL,0,21,3,3,0,0,0,0,0,0,0,0,0,0,"Fogelman, Charles J"
2021,Spring,2021-sp,GLBL,296,Mass Incarceration,ONL,2,18,3,1,0,0,0,0,0,0,0,0,0,0,"Kilgore, James W"
2021,Spring,2021-sp,GLBL,340,Global Health: Policy & Govern,ONL,8,11,1,2,0,1,0,0,0,0,0,0,0,0,"Bonatti, Valeria"
2021,Spring,2021-sp,GLBL,392,Int Diplomacy and Negotiation,OLC,2,5,3,3,3,1,2,0,0,0,0,1,2,0,"Wedig, Timothy E"
2021,Spring,2021-sp,GLBL,450,Poverty Interventions and Eval,ONL,1,16,4,0,1,0,0,0,0,0,0,0,0,0,"Fogelman, Charles J"
2021,Spring,2021-sp,GS,101,Exploring General Studies,OD,26,4,4,1,1,0,1,0,0,0,2,1,1,0,"Walk, Aaron J"
2021,Spring,2021-sp,GS,102,Prep for 21st Cent Challenges,OD,13,3,1,1,0,0,0,0,0,0,0,0,5,0,"Almanza, Daniel"
2021,Spring,2021-sp,GS,102,Prep for 21st Cent Challenges,OD,12,7,4,4,1,0,0,0,0,0,0,1,1,0,"Singh, Gabriele N"
2021,Spring,2021-sp,GS,102,Prep for 21st Cent Challenges,OD,13,2,4,4,2,1,0,1,2,0,1,0,1,0,"Gutwein, Calen A"
2021,Spring,2021-sp,GS,102,Prep for 21st Cent Challenges,OD,0,11,2,1,1,1,0,1,0,0,1,2,6,0,"Williams, Melissa"
2021,Spring,2021-sp,GS,198,DGS Honors Seminar,OD,13,12,2,1,1,0,0,0,0,0,0,0,0,0,"Flack, Corey J"
2021,Spring,2021-sp,GS,198,DGS Honors Seminar,OD,15,16,0,1,0,1,0,0,0,0,1,0,0,0,"Sandler, Chaya S"
2021,Spring,2021-sp,GS,198,DGS Honors Seminar,OD,6,17,3,0,0,0,1,0,0,0,0,0,0,0,"Smothers, Sarah A"
2021,Spring,2021-sp,GS,199,College Academic Success,OD,2,1,2,6,3,1,0,0,1,2,1,1,5,0,"Morley, Amanda R"
2021,Spring,2021-sp,GS,199,College Academic Success,OD,0,6,2,1,1,0,1,2,0,0,1,0,10,0,"Holterman, Christopher J"
2021,Spring,2021-sp,GWS,100,Intro Gender & Women's Studies,OD,4,6,5,0,3,1,2,1,0,0,0,0,0,0,"Hernandez, Jessennya"
2021,Spring,2021-sp,GWS,100,Intro Gender & Women's Studies,OD,5,7,3,0,4,0,1,0,1,0,0,0,2,0,"Grogan, Erin E"
2021,Spring,2021-sp,GWS,100,Intro Gender & Women's Studies,OD,2,12,2,1,1,4,0,0,1,0,0,0,1,0,"Grogan, Erin E"
2021,Spring,2021-sp,GWS,202,Sexualities,OD,8,5,0,2,2,2,2,0,0,0,0,0,2,0,"Gargiulo, Megan E"
2021,Spring,2021-sp,GWS,202,Sexualities,OD,12,7,1,2,0,0,1,0,0,0,1,0,0,0,"Gargiulo, Megan E"
2021,Spring,2021-sp,GWS,202,Sexualities,OD,8,10,2,0,2,0,0,0,0,0,0,0,0,0,"Delanthamajalu, Shwetha"
2021,Spring,2021-sp,GWS,202,Sexualities,OD,6,9,1,3,1,0,1,0,0,0,1,0,2,0,"Delanthamajalu, Shwetha"
2021,Spring,2021-sp,GWS,204,Gender in Gaming,ONL,1,13,7,5,1,0,0,0,0,0,0,0,0,0,"Byrd, Jodi"
2021,Spring,2021-sp,GWS,282,Feminist and Queer Activisms,ONL,5,20,1,0,0,0,0,0,0,0,0,1,0,0,"Nguyen, Mimi T"
2021,Spring,2021-sp,GWS,335,"Film, TV, and Gender",ONL,2,9,11,2,1,0,1,0,0,0,0,0,0,0,"Nadeau, Chantal"
2021,Spring,2021-sp,GWS,350,Feminist & Gender Theory,ONL,8,8,6,3,0,0,0,0,0,0,0,0,0,0,"Kashani, Maryam"
2021,Spring,2021-sp,GWS,378,Fairy Tales & Gender Formation,ONL,0,10,6,6,2,0,1,0,0,0,0,0,0,0,"Mahaffey, Vicki"
2021,Spring,2021-sp,HDFS,105,Intro to Human Development,ONL,66,129,3,4,18,2,1,12,1,2,0,0,4,0,"Brooks, Jan D"
2021,Spring,2021-sp,HDFS,105,Intro to Human Development,ONL,36,9,0,5,1,2,0,1,0,2,1,0,0,0,"Yao, Linlin"
2021,Spring,2021-sp,HDFS,105,Intro to Human Development,ONL,21,9,1,2,1,1,1,1,1,1,0,0,2,0,"Theisen, Jaclyn C"
2021,Spring,2021-sp,HDFS,120,Intro to Family Studies,OLC,0,9,9,3,8,2,2,2,1,0,0,1,2,0,"Smith, Sharde"
2021,Spring,2021-sp,HDFS,120,Intro to Family Studies,ONL,0,24,0,0,10,0,0,6,0,0,2,0,3,0,"Hughes, Robert"
2021,Spring,2021-sp,HDFS,206,Early Childhood Curriculum Dev,OLC,0,17,0,0,7,0,0,1,0,0,0,0,0,0,"Yao, Linlin"
2021,Spring,2021-sp,HDFS,208,Child Fam with Special Needs,OLC,19,20,0,6,1,1,0,0,0,0,0,0,0,0,"Brooks, Jan D"
2021,Spring,2021-sp,HDFS,220,Families in Global Perspective,OLC,0,77,12,6,2,1,3,2,0,1,1,0,2,0,"Kramer, Karen"
2021,Spring,2021-sp,HDFS,225,Close Relationships,OLC,4,17,1,3,9,0,1,1,0,0,2,1,3,0,"Maniotes, Christopher R"
2021,Spring,2021-sp,HDFS,290,Intro to Research Methods,OLC,3,9,8,9,1,1,1,4,0,1,1,0,0,0,"McElwain, Nancy L"
2021,Spring,2021-sp,HDFS,305,Middle Childhood,OLC,13,16,5,4,3,3,0,2,1,1,0,0,0,0,"Frantz, Kelly M"
2021,Spring,2021-sp,HDFS,310,Adult Development,ONL,30,18,4,2,3,0,2,0,0,0,0,0,0,0,"Koerner, Susan S"
2021,Spring,2021-sp,HDFS,322,US Latina and Latino Families,OLC,30,11,2,1,1,0,0,0,0,0,0,0,1,0,"Munoz, Lorraine"
2021,Spring,2021-sp,HDFS,405,Adolescent Development,OLC,4,10,5,4,5,0,2,1,0,1,1,1,0,0,"Barton, Allen W"
2021,Spring,2021-sp,HDFS,408,Hospitalized Children,OLC,15,19,2,1,1,0,1,0,0,0,0,2,1,0,"Hurth, Emily S"
2021,Spring,2021-sp,HDFS,420,Inequality Public Pol & US Fam,OLC,26,7,5,1,2,1,1,0,0,0,0,0,0,0,"Lleras, Christy L"
2021,Spring,2021-sp,HDFS,426,Family Conflict Management,ONL,6,21,1,3,3,4,5,3,0,0,1,0,2,0,"Thomann Mitchel, Elissa"
2021,Spring,2021-sp,HIST,100,Global History,OD,2,4,4,6,2,2,0,0,0,0,0,0,4,0,"Vostriakova, Elizaveta"
2021,Spring,2021-sp,HIST,100,Global History,OD,1,9,4,6,0,2,1,0,0,0,0,0,0,0,"Mandala, Ruth V"
2021,Spring,2021-sp,HIST,100,Global History,OD,1,11,5,3,1,0,0,0,0,0,0,0,1,0,"Mandala, Ruth V"
2021,Spring,2021-sp,HIST,100,Global History,OD,3,0,5,4,3,4,1,0,0,1,0,0,0,0,"Vostriakova, Elizaveta"
2021,Spring,2021-sp,HIST,100,Global History,OD,2,3,10,7,0,0,1,0,1,0,0,0,0,0,"Khudzik, Stanislav"
2021,Spring,2021-sp,HIST,120,East Asian Civilizations,ONL,2,2,2,4,1,4,0,1,3,0,0,3,5,0,"Chen, Xiao"
2021,Spring,2021-sp,HIST,130,History of South Asia,ONL,1,8,4,4,2,1,0,0,1,1,0,1,7,0,"LoBue, Adam J"
2021,Spring,2021-sp,HIST,135,History of Islamic Middle East,ONL,0,6,5,7,5,3,2,0,2,0,0,0,4,0,"Cuno, Kenneth M"
2021,Spring,2021-sp,HIST,141,Western Civ to 1660,OD,1,4,8,3,0,2,1,0,1,1,0,0,2,0,"Parrella, Chloe"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,2,6,5,2,3,1,0,1,0,0,0,0,1,0,"Toups, Eric J"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,3,14,3,1,2,2,0,0,0,0,0,0,0,0,"Toups, Eric J"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,3,6,4,2,2,1,0,0,1,1,0,0,3,0,"Toups, Eric J"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,6,1,0,2,1,1,2,4,1,0,0,0,5,0,"Ruiz, Michael J"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,11,5,3,0,1,0,0,0,0,0,0,0,1,0,"Ruiz, Michael J"
2021,Spring,2021-sp,HIST,171,US History to 1877,OD,12,5,2,1,0,1,0,0,0,0,0,0,1,0,"Ruiz, Michael J"
2021,Spring,2021-sp,HIST,171,US History to 1877,ONL,0,1,5,2,3,0,1,4,1,1,1,1,6,0,"Freund Carter, Heather E"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,2,6,6,2,1,1,0,1,1,1,1,1,1,0,"Bradley, Michael I"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,1,4,7,1,4,1,0,1,0,0,0,0,3,0,"Kelley, Kurtis J"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,4,5,5,2,3,1,1,0,1,0,0,1,0,0,"Barrett, Marsha E"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,4,9,4,1,1,2,0,1,1,0,0,1,1,0,"Kelley, Kurtis J"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,3,8,6,0,2,0,0,0,2,1,0,0,1,0,"Kelley, Kurtis J"
2021,Spring,2021-sp,HIST,172,US History Since 1877,OD,4,10,3,1,3,0,0,0,0,0,0,0,2,0,"Bradley, Michael I"
2021,Spring,2021-sp,HIST,200,Intro Hist Interpretation,ONL,0,9,4,6,0,1,0,0,0,0,0,0,1,0,"Hogarth, Rana"
2021,Spring,2021-sp,HIST,202,American Environmental History,ONL,3,8,4,5,2,1,3,2,1,1,4,0,5,0,"Morrissey, Robert M"
2021,Spring,2021-sp,HIST,211,History of Southern Africa,ONL,5,14,5,1,1,0,1,5,0,1,0,0,0,0,"Barnes, Teresa A"
2021,Spring,2021-sp,HIST,221,Modern China,ONL,2,12,4,5,7,2,2,1,1,0,0,0,0,0,"Fu, Poshek"
2021,Spring,2021-sp,HIST,241,History of Ancient Rome,ONL,0,47,0,5,3,0,0,0,0,0,0,0,0,0,"Mathisen, Ralph W"
2021,Spring,2021-sp,HIST,245,"Wives, Workers and Witches",ONL,0,6,15,5,4,1,1,0,0,0,0,0,0,0,"Koslofsky, Craig M"
2021,Spring,2021-sp,HIST,251,Warfare Milit Insts & Soc,ONL,1,3,0,4,3,7,4,3,0,0,1,0,0,0,"Lynn, John A"
2021,Spring,2021-sp,HIST,259,20thC World from Midcentury,LCD,0,9,5,3,1,0,3,1,1,1,0,0,1,0,"Cowan, Felix"
2021,Spring,2021-sp,HIST,275,Afro-American History to 1877,ONL,10,5,6,0,1,1,0,1,8,0,0,1,0,0,"Vaughn, Taryn K"
2021,Spring,2021-sp,HIST,280,Caribbean Latina/o Migration,ONL,1,17,9,8,3,0,0,2,0,0,0,0,0,0,"Burgos, Adrian"
2021,Spring,2021-sp,HIST,287,African-American Women,ONL,19,9,4,3,0,0,0,0,0,0,0,0,0,0,"Osei, Cassandra A"
2021,Spring,2021-sp,HIST,300,Topics in Film and History,LCD,2,12,5,5,3,0,0,1,0,0,0,1,0,0,"Steinberg, Mark D"
2021,Spring,2021-sp,HIST,311,Global History of Intelligence,LCD,0,7,2,3,4,2,0,0,1,1,1,0,0,0,"Brennan, James R"
2021,Spring,2021-sp,HIST,337,Middle East Since World War I,ONL,0,5,2,9,3,0,1,0,0,0,1,0,1,0,"Cuno, Kenneth M"
2021,Spring,2021-sp,HIST,344,Early Modern British Isles,ONL,0,6,5,5,2,5,1,0,0,0,0,0,0,0,"Koslofsky, Craig M"
2021,Spring,2021-sp,HIST,354,Twentieth Century Europe,ONL,4,13,6,2,2,1,2,0,0,1,0,0,2,0,"Todorova, Maria N"
2021,Spring,2021-sp,HIST,356,Modern Balkans thru Lit & Film,ONL,1,8,6,2,0,0,0,0,0,0,0,0,4,0,"Todorova, Maria N"
2021,Spring,2021-sp,HIST,367,History of Western Medicine,ONL,0,9,8,2,4,2,0,0,0,1,0,0,1,0,"Hogarth, Rana"
2021,Spring,2021-sp,HIST,371,The American Revolution,LCD,3,10,2,4,2,3,0,0,1,0,1,0,0,0,"Morrissey, Robert M"
2021,Spring,2021-sp,HIST,374,Civil War and Reconstruction,ONL,14,13,2,1,3,0,0,0,0,0,1,0,0,0,"Day, Thomas R"
2021,Spring,2021-sp,HIST,381,Urban History,ONL,3,6,4,4,6,1,0,1,1,0,1,1,0,0,"Steinberg, Mark D"
2021,Spring,2021-sp,HORT,100,Introduction to Horticulture,ONL,13,38,8,9,13,7,4,6,6,2,5,0,2,0,"Taylor, Andrea F"
2021,Spring,2021-sp,HORT,105,Vegetable Gardening,OLC,76,19,8,1,2,1,1,0,0,0,0,0,0,0,"Mason, Sandra L"
2021,Spring,2021-sp,HORT,180,Medicinal Plants and Herbology,Onl,18,6,0,0,1,0,0,0,0,0,2,0,2,0,"Riggins, Chance"
2021,Spring,2021-sp,HORT,341,Greenhouse Mgmt and Production,ONL,4,8,7,2,1,2,2,0,0,0,0,0,0,0,"Sacks, Erik J"
2021,Spring,2021-sp,HORT,430,Children and Nature,Onl,19,12,2,3,1,1,2,0,0,1,0,0,3,0,"Taylor, Andrea F"
2021,Spring,2021-sp,HRD,411,Instruct & Train System Design,ONL,0,48,6,4,0,2,0,0,2,0,1,0,14,0,"Oh, Eunjung"
2021,Spring,2021-sp,HRD,414,Facilitation Skills,ONL,15,0,0,2,0,1,0,0,2,0,0,1,0,0,"Hrubec, Deborah A"
2021,Spring,2021-sp,HRD,472,Learning Technologies,ONL,20,0,0,0,0,0,0,0,0,0,0,0,3,0,"Huang, Wen-Hao"
2021,Spring,2021-sp,HRD,472,Learning Technologies,ONL,70,1,0,3,1,0,0,0,1,0,0,0,16,0,"Huang, Wen-Hao"
2021,Spring,2021-sp,HRD,530,Organization Development,ONL,19,24,0,0,0,0,0,0,0,0,0,0,1,0,"Kuchinke, K P"
2021,Spring,2021-sp,HRD,532,Strategic HRD,ONL,0,13,16,1,0,0,0,0,0,0,0,0,0,0,"Jacobs, Ronald L"
2021,Spring,2021-sp,HRD,550,Adult & Professional Education,ONL,0,21,7,1,0,1,0,0,0,0,0,0,0,0,"Oh, Eunjung"
2021,Spring,2021-sp,HRD,572,eLearning Ecologies,ONL,39,5,7,1,1,0,0,0,0,0,0,0,0,0,"Cope, William"
2021,Spring,2021-sp,IB,100,Biology in Today's World,OLC,24,34,6,2,1,3,2,1,0,0,0,0,8,0,"Yang, Wendy"
2021,Spring,2021-sp,IB,103,Introduction to Plant Biology,OLC,13,30,0,23,25,0,11,8,0,5,1,0,0,0,"Ming, Ray R"
2021,Spring,2021-sp,IB,105,Environmental Biology,OLC,16,12,4,3,1,2,1,2,2,0,3,0,8,0,"Punyasena, Surangi W"
2021,Spring,2021-sp,IB,108,The Biology of Dinosaurs,OLC,8,7,11,2,4,1,2,1,1,0,1,0,0,0,"Manaster, Joanne L"
2021,Spring,2021-sp,IB,150,Organismal & Evolutionary Biol,OLC,62,121,58,46,64,31,15,22,11,4,4,3,8,0,"Clegg, Benjamin F"
2021,Spring,2021-sp,IB,150,Organismal & Evolutionary Biol,OLC,6,22,3,8,8,5,4,3,0,1,2,0,0,0,"Clegg, Benjamin F"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,0,9,5,1,5,1,0,1,2,0,0,0,0,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,1,10,4,3,2,1,1,2,0,0,0,0,0,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,1,6,3,3,7,0,0,2,0,0,0,0,0,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,0,8,5,2,3,1,2,0,0,0,0,0,0,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,2,10,2,2,6,1,0,0,0,0,0,0,0,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,2,4,5,1,1,1,2,3,0,2,0,0,1,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,151,Organismal & Evol Biol Lab,OLB,1,8,1,3,4,1,1,2,0,1,0,0,1,0,"Cameron, Sydney A"
2021,Spring,2021-sp,IB,199,Undergraduate Open Seminar,OD,0,54,0,0,4,0,0,2,0,0,1,0,1,0,"Clegg, Benjamin F"
2021,Spring,2021-sp,IB,202,Physiology,OLC,0,126,0,0,29,0,0,3,0,0,0,0,1,0,"Dolezal, Adam G"
2021,Spring,2021-sp,IB,302,Evolution,OLC,6,59,29,7,34,9,7,6,1,1,2,0,2,0,"Catchen, Julian M"
2021,Spring,2021-sp,IB,329,Animal Behavior,OLC,0,169,0,0,84,0,0,22,0,0,5,0,0,0,"Suarez, Andrew"
2021,Spring,2021-sp,IB,335,Plant Systematics,OLC,3,21,0,4,14,0,5,8,0,1,3,0,3,0,"Downie, Stephen R"
2021,Spring,2021-sp,IB,361,Ecology and Human Health,OLC,4,77,22,6,1,4,2,0,1,0,0,0,2,0,"Anderson, Nicholas L"
2021,Spring,2021-sp,IB,405,Evol of Traits and Genomes,OLC,2,19,1,2,3,0,1,1,0,0,0,0,1,0,"Heath, Katy D"
2021,Spring,2021-sp,IB,420,Plant Physiology,OLC,0,12,13,7,1,5,1,1,0,0,2,0,1,0,"McGrath, Justin M"
2021,Spring,2021-sp,IB,432,Genes and Behavior,OLC,16,58,0,2,3,0,1,0,0,0,0,0,0,0,"Dolezal, Adam G"
2021,Spring,2021-sp,IB,435,Critical Eval Herbal Remedies,OD,0,41,0,0,4,0,0,0,0,0,0,0,1,0,"Berenbaum, May R"
2021,Spring,2021-sp,IB,451,Conservation Biology,OLC,11,28,8,2,3,0,0,0,0,0,0,0,0,0,"Paige, Ken N"
2021,Spring,2021-sp,IB,453,Community Ecology,OLC,9,7,8,5,3,1,1,0,0,0,0,0,0,0,"Dalling, James W"
2021,Spring,2021-sp,IE,300,Analysis of Data,OLC,9,7,14,6,20,7,10,6,4,2,2,1,0,0,"King, Douglas M"
2021,Spring,2021-sp,IE,300,Analysis of Data,OLC,0,12,14,3,10,6,6,6,8,3,4,2,3,0,"Vogiatzis, Chrysafis"
2021,Spring,2021-sp,IE,310,Determin Models in Optmzation,ONL,6,32,15,13,14,11,3,5,2,0,0,0,4,0,"Sun, Ruoyu"
2021,Spring,2021-sp,IE,330,Industrial Quality Control,ONL,1,6,3,4,1,3,1,1,3,0,1,1,1,0,"King, Douglas M"
2021,Spring,2021-sp,IE,340,Human Factors,OLC,0,43,0,0,23,0,0,1,0,0,1,0,0,0,"Wooldridge, Abigail"
2021,Spring,2021-sp,IE,361,Production Planning & Control,ONL,5,28,26,9,12,0,0,1,0,0,0,0,0,0,"Wang, Qiong"
2021,Spring,2021-sp,IE,370,Stochastic Processes & Applic,OLC,2,24,18,15,5,10,7,7,5,0,0,0,1,0,"Stolyar, Aleksandr"
2021,Spring,2021-sp,IE,398,Simulation,ONL,0,25,12,10,3,2,1,2,0,0,0,0,0,0,"Vogiatzis, Chrysafis"
2021,Spring,2021-sp,IE,420,Financial Engineering,ONL,12,10,7,12,6,3,2,4,1,3,1,1,1,0,"Feng, Liming"
2021,Spring,2021-sp,IE,521,Convex Optimization,ONL,2,10,2,3,1,3,0,0,1,0,0,0,0,0,"Chen, Xin"
2021,Spring,2021-sp,IE,525,Stochastics & Numerics in Fin,ONL,3,12,7,0,0,0,2,0,0,0,0,0,0,0,"Feng, Liming"
2021,Spring,2021-sp,IE,534,Deep Learning,ONL,91,13,10,4,1,0,2,0,0,0,0,0,0,0,"Sowers, Richard B"
2021,Spring,2021-sp,IE,598,Electronic Trading,OLC,8,1,11,0,1,0,0,0,0,0,0,0,0,0,"Lariviere, David"
2021,Spring,2021-sp,IHLT,102,Survey of Interdisc Health,OLC,47,16,8,3,3,1,1,1,1,0,2,1,3,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,IHLT,232,Health Disparities in the U.S.,OLC,17,12,2,3,4,0,1,1,0,0,0,0,0,0,"Cardenas Gonzal, Nancy D"
2021,Spring,2021-sp,IHLT,375,Interdis Collab in Health Serv,OLC,8,18,5,2,0,0,2,0,0,0,0,0,0,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,IHLT,375,Interdis Collab in Health Serv,OLC,11,13,4,0,0,0,0,0,1,0,0,0,1,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,IHLT,474,Pre-Field Experience in Health,OLC,0,23,0,0,3,0,0,0,0,0,0,0,0,0,"Frasca, Elizabeth A"
2021,Spring,2021-sp,IHLT,474,Pre-Field Experience in Health,OLC,0,19,0,0,3,0,0,0,0,0,0,0,0,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,IHLT,475,Field Experience in i-Health,OLC,0,22,0,0,3,0,0,1,0,0,1,0,0,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,INFO,102,Little Bits to Big Ideas,OLC,9,64,26,15,33,2,5,10,2,0,1,0,3,0,"Cunningham, Ryan M"
2021,Spring,2021-sp,INFO,403,Top Down Video Game Design,ONL,2,20,2,6,0,0,0,0,0,0,0,0,0,0,"Cermak, Daniel"
2021,Spring,2021-sp,INFO,490,The Video Game Dev Process,ONL,7,12,2,1,3,0,0,1,0,0,0,0,0,0,"Cermak, Daniel"
2021,Spring,2021-sp,INFO,490,Intro to Prog for Data Science,ONL,0,76,1,8,5,7,1,3,1,1,0,0,10,0,"Haberman, Michael"
2021,Spring,2021-sp,INFO,490,"Data, Machines and the Python",ONL,0,42,7,2,3,3,0,0,0,0,0,1,1,0,"Haberman, Michael"
2021,Spring,2021-sp,IS,100,Exploring the iSchool,ONL,18,15,0,0,0,0,0,1,0,0,1,2,0,0,"Newell, Melissa A"
2021,Spring,2021-sp,IS,101,Intro to Information Sciences,ONL,41,19,5,5,5,3,1,0,1,0,1,0,4,0,"Pintar, Judith A"
2021,Spring,2021-sp,IS,202,Social Aspects Info Tech,OLC,140,5,0,0,2,0,0,0,0,0,2,0,5,0,"Kendall, Lori S"
2021,Spring,2021-sp,IS,205,Program for Info Problems,ONL,0,24,1,0,0,0,0,2,1,0,0,0,4,0,"Wickes, Elizabeth D"
2021,Spring,2021-sp,IS,206,Intro Database Concepts & Apps,ONL,1,14,5,1,3,0,0,1,0,0,1,0,0,0,"Evans, Craig S"
2021,Spring,2021-sp,IS,226,Introduction to HCI,ONL,5,7,5,1,1,1,0,0,0,0,0,0,3,0,"Wang, Yang"
2021,Spring,2021-sp,IS,308,"Race, Gender, and Info Tech",ONL,4,8,3,1,1,2,2,0,1,0,0,1,1,0,"Mussulman, David E"
2021,Spring,2021-sp,IS,309,Computers and Culture,ONL,0,26,3,2,1,0,0,0,0,0,2,0,1,0,"Duffy, Damian S"
2021,Spring,2021-sp,IS,334,Usable Privacy and Security,ONL,0,11,6,1,2,0,1,1,0,0,1,0,0,0,"Kong, Ivan Y"
2021,Spring,2021-sp,IS,407,Introduction to Data Science,ONL,7,13,6,1,2,0,0,0,0,0,0,0,1,0,"Alterman, Naomi L"
