Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2021,Spring,2021-sp,CHLH,250,Health Care Systems,OLC,0,32,0,0,5,0,0,0,0,0,0,0,0,0,"Melesse, Biniyam B"
2021,Spring,2021-sp,CHLH,260,Introduction to Medical Ethics,OLC,30,48,9,6,3,6,0,0,0,0,0,0,0,0,"Klonoff-Cohen, Hillary"
2021,Spring,2021-sp,CHLH,260,Introduction to Medical Ethics,OLC,37,65,20,2,7,2,1,2,2,0,1,0,1,0,"Mamaril, Cezar Brian C"
2021,Spring,2021-sp,CHLH,274,Introduction to Epidemiology,ONL,36,32,42,13,13,17,3,6,3,4,3,2,17,0,"Darfour-Oduro, Sandra A"
2021,Spring,2021-sp,CHLH,304,Foundations of Health Behavior,OLC,30,18,13,4,6,5,2,4,4,3,1,0,7,0,"Clarke, Caitlin L"
2021,Spring,2021-sp,CHLH,304,Foundations of Health Behavior,OLC,15,16,6,6,0,2,1,1,1,2,0,1,3,0,"DiFilippo, Kristen N"
2021,Spring,2021-sp,CHLH,380,Orientation to Internship,OD,39,19,19,3,1,3,5,1,1,0,1,0,0,0,"Clarke, Caitlin L"
2021,Spring,2021-sp,CHLH,404,Gerontology,OLC,19,15,0,0,6,0,0,1,0,0,0,0,1,0,"Hernandez, Manuel E"
2021,Spring,2021-sp,CHLH,407,"Disability, Culture & Society",OLC,0,32,0,0,0,0,0,0,0,0,0,0,1,0,"Chiu, Chung-Yi"
2021,Spring,2021-sp,CHLH,409,Women's Health,OLC,0,51,0,0,13,0,0,6,0,0,4,0,4,0,"Schwingel, Andiara"
2021,Spring,2021-sp,CHLH,410,Public Health Practice,OLC,25,35,14,17,9,8,2,3,1,2,2,0,1,0,"Kaplan, Justine"
2021,Spring,2021-sp,CHLH,415,International Health,OLC,12,6,2,2,4,1,1,0,0,0,0,2,7,0,"Alam, Rifat B"
2021,Spring,2021-sp,CHLH,421,Health Data Analysis,OLC,19,28,17,16,6,7,4,3,3,2,1,3,1,0,"Kang, Hyojung"
2021,Spring,2021-sp,CHLH,455,Health Services Financing,OLC,61,1,0,0,1,1,0,1,0,0,1,0,3,0,"Mamaril, Cezar Brian C"
2021,Spring,2021-sp,CHLH,457,Health Planning,OLC,12,27,14,12,6,3,3,0,3,0,0,0,2,0,"Hale, Timothy"
2021,Spring,2021-sp,CHLH,458,Health Administration,OLC,7,22,14,4,12,2,5,4,1,2,1,0,0,0,"Becherer, Lauren M"
2021,Spring,2021-sp,CHLH,494,Military Veterans,OLC,0,19,7,0,2,0,0,0,0,1,0,0,2,0,"Hunniecutt, Jeni"
2021,Spring,2021-sp,CHLH,573,Biostatistics in Public Health,OLC,10,3,3,3,2,3,0,2,0,1,0,0,0,0,"Geiger, Sarah D"
2021,Spring,2021-sp,CHP,199,Special Topics: Uncommon Reads,ONL,12,8,0,1,1,0,0,0,0,0,0,0,1,0,"Fitzjarrald, Amy E"
2021,Spring,2021-sp,CI,210,Intro to Digital Learning Env,OD,0,21,1,2,0,0,1,0,0,0,0,0,0,0,"Paquette, Luc"
2021,Spring,2021-sp,CI,401,Intro Tchg in a Diverse Societ,ONL,0,18,8,0,1,0,0,0,0,0,0,0,0,0,"James, Carrie L"
2021,Spring,2021-sp,CI,401,Intro Tchg in a Diverse Societ,ONL,16,18,2,1,3,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
2021,Spring,2021-sp,CI,401,Intro Tchg in a Diverse Societ,ONL,16,13,1,3,3,0,0,1,0,0,0,0,0,0,"Hale, Jon N"
2021,Spring,2021-sp,CI,404,Tchg and Assessing Sec Sch Stu,ONL,0,18,1,1,0,0,2,0,0,0,0,0,0,0,"Gutzmer, Cara K"
2021,Spring,2021-sp,CI,404,Tchg and Assessing Sec Sch Stu,ONL,14,6,4,0,1,0,0,0,0,0,0,0,0,0,"Moermond, Veronica A"
2021,Spring,2021-sp,CI,407,Thry Prac in Elem Schl Tchg II,ONL,0,20,1,1,0,2,0,0,0,0,0,0,0,0,"Dornfeld Tissen, Catherin"
2021,Spring,2021-sp,CI,407,Thry Prac in Elem Schl Tchg II,ONL,0,21,1,0,0,0,1,0,0,0,0,0,0,0,"Dean, Sheila R"
2021,Spring,2021-sp,CI,415,"Lang Varieties,Cult,& Learning",ONL,0,20,3,1,1,1,0,0,0,0,0,0,0,0,"Putri, Noerhayati I"
2021,Spring,2021-sp,CI,415,"Lang Varieties,Cult,& Learning",ONL,0,7,9,6,2,1,0,0,0,0,0,0,0,0,"Gonzalez, Monica"
2021,Spring,2021-sp,CI,415,"Lang Varieties,Cult,& Learning",ONL,9,15,2,0,0,1,0,0,0,0,0,0,0,0,"Lomax, Khalila"
2021,Spring,2021-sp,CI,431,Tchg Elementary Mathematics,ONL,3,14,5,3,0,0,1,0,0,0,0,0,0,0,"Poetzel, Adam R"
2021,Spring,2021-sp,CI,432,Invest Approach Elem Math Inst,ONL,12,16,1,1,0,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
2021,Spring,2021-sp,CI,432,Invest Approach Elem Math Inst,LCD,8,9,2,0,2,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
2021,Spring,2021-sp,CI,439,Critiques of Educational Tech,ONL,0,22,5,0,0,0,0,0,0,0,0,0,2,0,"Lindgren, Robb W"
2021,Spring,2021-sp,CI,446,Culture in the Classroom,ONL,8,16,2,0,1,1,0,0,0,0,0,0,0,0,"Martinez Negret, Giselle"
2021,Spring,2021-sp,CI,451,Tchg Elem Science II,ONL,0,24,0,1,2,0,0,0,0,0,0,0,0,0,"D'Angelo, Cynthia M"
2021,Spring,2021-sp,CI,451,Tchg Elem Science II,ONL,0,15,13,0,2,0,0,0,0,0,0,0,0,0,"Dean, Sheila R"
2021,Spring,2021-sp,CI,473,Disciplinary Literacy,OLC,0,106,1,0,0,2,0,0,0,0,0,0,0,0,"Filkins, Scott R"
2021,Spring,2021-sp,CI,475,Teach Elem Rdg & Lang Arts I,ONL,0,18,6,1,2,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
2021,Spring,2021-sp,CI,475,Teach Elem Rdg & Lang Arts I,ONL,0,19,6,4,1,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
2021,Spring,2021-sp,CI,475,Teach Elem Rdg & Lang Arts I,ONL,5,16,3,2,1,0,0,1,0,0,0,0,0,0,"Nam, Yoon Jin"
2021,Spring,2021-sp,CI,475,Teach Elem Rdg & Lang Arts I,ONL,3,19,4,2,0,2,0,1,0,0,0,0,0,0,"Sinha, Shuchi"
2021,Spring,2021-sp,CI,477,Biling ESL Methods & Material,ONL,5,25,4,0,2,1,0,0,0,0,0,0,0,0,"Nunez Cortez, Idalia"
2021,Spring,2021-sp,CLCV,102,Medical Terms-GRK & LAT Roots,ONL,57,19,12,7,2,4,3,0,1,1,0,0,1,0,"Furner, Jeremy W"
2021,Spring,2021-sp,CLCV,111,Mythology of Greece and Rome,OLC,8,21,1,0,8,2,0,2,0,1,1,0,3,0,"Solomon, Jon"
2021,Spring,2021-sp,CLCV,114,Introduction to Greek Culture,OLC,1,7,7,6,7,1,0,0,1,1,1,0,4,0,"Sanders, Kirk"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,3,20,0,0,3,0,0,2,0,1,1,0,0,0,"Rahat, Guy"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,0,3,10,5,2,0,1,0,0,1,1,0,3,0,"Frank, Emma"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,5,15,0,0,4,0,0,4,0,0,1,1,1,0,"Rahat, Guy"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,14,7,3,1,2,0,1,0,0,1,0,1,0,0,"Fenton, Vaughn H"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,8,10,6,2,2,0,0,1,0,1,1,0,0,0,"Furner, Jeremy W"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,12,15,0,0,0,0,0,1,0,0,0,0,2,0,"White, Hunter R"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,8,10,1,2,4,0,0,2,0,0,1,0,2,0,"Redding, Austin L"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,1,15,0,0,3,1,0,3,0,0,0,1,7,0,"Rahat, Guy"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,0,5,5,5,5,2,2,0,0,0,0,0,3,0,"Frank, Emma"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,7,16,0,0,3,0,0,1,0,0,0,0,3,0,"White, Hunter R"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,0,26,0,1,1,0,0,1,0,0,0,0,0,0,"Karnes, Victoria A"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,6,20,0,0,2,0,0,2,0,0,0,0,1,0,"Redding, Austin L"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,9,15,0,1,3,0,0,0,0,0,0,0,2,0,"Redding, Austin L"
2021,Spring,2021-sp,CLCV,115,Mythology of Greece and Rome,OD,1,24,0,2,1,0,0,1,0,0,1,0,1,0,"Karnes, Victoria A"
2021,Spring,2021-sp,CLCV,116,The Roman Achievement,OLC,19,54,39,8,18,2,4,1,1,0,1,0,2,0,"Walters, Brian C"
2021,Spring,2021-sp,CLCV,120,The Classical Tradition,OLC,27,4,2,0,1,2,0,1,0,1,2,0,1,0,"Hadjipolycarpou, Maria"
2021,Spring,2021-sp,CLCV,133,Archaeology of Israel,OLC,19,2,0,0,0,0,0,1,0,0,0,0,0,0,"Kaufman, Brett S"
2021,Spring,2021-sp,CLCV,220,Animals in Literature,OLC,1,3,3,2,0,3,2,1,2,0,0,0,6,0,"Williams, Craig A"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,4,22,0,0,1,0,1,0,0,0,0,0,1,0,"Oliveira, Marcella"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,5,16,1,0,4,0,1,2,0,0,0,0,0,0,"Smith, Allen"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,8,13,0,0,5,0,1,1,0,0,0,0,0,0,"Oliveira, Marcella"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,5,25,0,0,0,0,0,2,0,0,0,0,0,0,"Scheele, Genevieve V"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,0,27,1,0,0,0,0,2,0,0,0,0,1,0,"Rudman, Nicholas A"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,9,22,0,0,1,0,0,0,0,0,0,0,0,0,"Scheele, Genevieve V"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,6,25,0,0,1,0,0,0,0,0,0,0,0,0,"Scheele, Genevieve V"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,10,16,1,0,2,0,0,0,0,0,0,0,0,0,"Scheele, Genevieve V"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,0,27,1,0,2,0,0,1,0,0,0,0,0,0,"Neis, Jacob"
2021,Spring,2021-sp,CLCV,224,Amer Race&Ethnicity ClasicTrad,OD,4,20,1,0,3,0,0,0,0,0,0,0,0,0,"Oliveira, Marcella"
2021,Spring,2021-sp,CLCV,231,Development of Ancient Cities,OLC,12,19,3,0,1,0,0,1,0,0,0,0,0,0,"Kaufman, Brett S"
2021,Spring,2021-sp,CLCV,250,Sports and Society Greece Rome,OLC,6,17,5,0,1,0,0,0,0,0,1,0,0,0,"Leon Ruiz, Daniel W"
2021,Spring,2021-sp,CLCV,323,The Comic Imagination,OLC,7,2,1,2,2,0,2,0,1,0,0,1,3,0,"Traill, Ariana"
2021,Spring,2021-sp,CMN,102,Introduction to Communication,OLC,21,90,28,30,52,12,12,19,5,7,8,3,16,0,"Quick, Brian L"
2021,Spring,2021-sp,CMN,210,Public Comm in Everyday Life,OLC,0,49,15,8,11,6,2,8,2,1,4,2,5,0,"O'Gorman, Thomas E"
2021,Spring,2021-sp,CMN,212,Intro to Organizational Comm,ONL,4,10,2,0,4,2,0,3,0,0,0,0,3,0,"Johnson, Lauren P"
2021,Spring,2021-sp,CMN,212,Intro to Organizational Comm,ONL,1,6,1,2,10,2,0,3,2,1,1,0,0,0,"Johnson, Lauren P"
2021,Spring,2021-sp,CMN,212,Intro to Organizational Comm,ONL,2,10,3,3,2,4,1,2,0,0,1,0,2,0,"Ruge-Jones, Luisa"
2021,Spring,2021-sp,CMN,212,Intro to Organizational Comm,ONL,2,5,4,0,5,3,3,2,0,0,0,4,1,0,"Ruge-Jones, Luisa"
2021,Spring,2021-sp,CMN,213,Small Group Communication,ONL,6,9,6,4,3,2,0,0,0,0,0,0,0,0,"Macswain, Chandler J"
2021,Spring,2021-sp,CMN,213,Small Group Communication,ONL,7,6,4,5,3,3,1,0,0,0,0,0,0,0,"Macswain, Chandler J"
2021,Spring,2021-sp,CMN,220,Communicating Public Policy,ONL,0,16,3,1,0,1,0,0,0,0,0,0,0,0,"Rodriguez, Emily M"
2021,Spring,2021-sp,CMN,220,Communicating Public Policy,ONL,0,18,1,0,0,2,0,0,0,0,0,0,0,0,"Rodriguez, Emily M"
2021,Spring,2021-sp,CMN,230,Intro to Interpersonal Comm,OLC,39,46,12,12,9,8,8,6,3,6,2,3,8,0,"Guntzviller, Lisa"
2021,Spring,2021-sp,CMN,231,Communication and Conflict,ONL,7,5,1,6,6,3,1,1,2,0,0,0,0,0,"Poole, Marshall S"
2021,Spring,2021-sp,CMN,232,Intro to Intercultural Comm,ONL,0,12,3,3,4,4,0,0,0,0,1,0,0,0,"Wilson, Samuel R"
2021,Spring,2021-sp,CMN,232,Intro to Intercultural Comm,ONL,0,10,7,3,1,5,0,1,0,0,0,0,2,0,"Wilson, Samuel R"
2021,Spring,2021-sp,CMN,250,Social Movement Communication,ONL,9,18,3,0,0,0,0,0,0,0,0,0,1,0,"Huff, Billy"
2021,Spring,2021-sp,CMN,260,Intro to Health Communication,ONL,1,4,1,2,5,1,0,3,1,2,2,1,4,0,"Kelpinski, Lindsay F"
2021,Spring,2021-sp,CMN,260,Intro to Health Communication,ONL,0,1,3,2,6,8,2,2,2,0,0,0,1,0,"Kelpinski, Lindsay F"
2021,Spring,2021-sp,CMN,260,Intro to Health Communication,ONL,1,10,9,2,2,1,0,3,0,0,0,1,1,0,"Liao, Danni"
2021,Spring,2021-sp,CMN,260,Intro to Health Communication,ONL,0,5,4,3,5,4,2,1,0,1,1,1,2,0,"Liao, Danni"
2021,Spring,2021-sp,CMN,277,Intro to Mediated Comm,OLC,19,17,12,13,9,4,8,3,5,1,5,0,4,0,"Coles, Stewart M"
2021,Spring,2021-sp,CMN,321,Strategies of Persuasion,ONL,1,74,13,20,28,3,5,10,3,2,2,6,1,0,"Murphy, John M"
2021,Spring,2021-sp,CMN,323,Argumentation,ONL,14,2,3,1,4,0,0,2,2,0,1,0,1,0,"Jacobs, Curtis S"
2021,Spring,2021-sp,CMN,324,Rhetorical Performance Styles,ONL,0,25,4,0,2,0,0,0,0,0,0,0,3,0,"Gailey, Benjamin J"
2021,Spring,2021-sp,CMN,336,Family Communication,ONL,19,6,0,0,2,0,0,0,1,0,1,0,1,0,"Ramey, Mary E"
2021,Spring,2021-sp,CMN,336,Family Communication,ONL,20,5,2,0,1,1,0,0,0,0,1,0,0,0,"Ramey, Mary E"
2021,Spring,2021-sp,CMN,340,Visual Politics,ONL,9,7,3,4,1,0,2,0,0,0,0,1,1,0,"Bacon, Eli T"
2021,Spring,2021-sp,CMN,340,Visual Politics,ONL,6,5,1,7,2,0,1,1,1,0,0,0,1,0,"Bacon, Eli T"
2021,Spring,2021-sp,CMN,340,Visual Politics,ONL,3,8,7,3,6,0,0,0,0,0,1,0,0,0,"Tscholl, Gabriela"
2021,Spring,2021-sp,CMN,345,Visual Media Effects,ONL,0,23,7,1,1,2,1,1,0,0,0,0,0,0,"Bigsby, Elisabeth"
2021,Spring,2021-sp,CMN,345,Visual Media Effects,ONL,0,17,5,5,5,0,0,1,1,0,0,0,0,0,"Bigsby, Elisabeth"
2021,Spring,2021-sp,CMN,368,Sexual Communication,OLC,40,86,31,15,15,6,3,3,3,1,1,0,1,0,"Ramey, Mary E"
2021,Spring,2021-sp,CMN,375,The American Family,ONL,49,29,11,1,4,1,3,1,0,0,0,0,0,0,"Giorgio, Grace A"
2021,Spring,2021-sp,CMN,396,Rhetoric of Theatre,ONL,1,4,2,1,4,2,1,1,2,0,1,0,4,0,"Bunch, Caroline M"
2021,Spring,2021-sp,CMN,396,Comm & Public Opinion,ONL,4,7,7,2,4,3,2,3,0,0,1,1,1,0,"Van Duyn, Emily E"
2021,Spring,2021-sp,CMN,396,Applied Org Comm,ONL,5,2,5,3,6,2,1,0,3,0,1,1,1,0,"Wright-Dixon, Trina J"
2021,Spring,2021-sp,CMN,396,"Race, Class, Gender & Work",ONL,1,1,2,3,4,6,8,1,0,3,1,2,1,0,"Wright-Dixon, Trina J"
2021,Spring,2021-sp,CMN,396,Black Freedom Stuggle,ONL,1,8,3,2,2,0,0,2,4,0,1,2,3,0,"Murphy, John M"
2021,Spring,2021-sp,CMN,410,Workplace Comm Technology,ONL,0,18,6,0,5,3,0,0,0,0,0,1,0,0,"Barley, William"
2021,Spring,2021-sp,CMN,412,Adv Organizational Comm,ONL,1,7,8,0,2,1,0,2,1,0,1,0,0,0,"Lammers, John C"
2021,Spring,2021-sp,CMN,424,Campaigning to Win,ONL,5,10,5,1,2,0,0,0,0,0,0,0,0,0,"Althaus, Scott"
2021,Spring,2021-sp,CMN,432,Gender Communication,ONL,22,15,0,2,0,0,1,0,0,0,0,0,0,0,"Huff, Billy"
2021,Spring,2021-sp,CMN,432,Gender Communication,ONL,14,17,0,0,1,0,0,0,0,0,0,0,0,0,"Huff, Billy"
2021,Spring,2021-sp,CMN,435,Adv Interpersonal Comm,ONL,24,4,2,0,0,2,0,0,0,0,0,0,0,0,"Guntzviller, Lisa"
2021,Spring,2021-sp,CMN,437,Comm in Personal Relationships,ONL,6,11,2,2,2,1,2,0,0,2,0,0,1,0,"Knobloch, Leanne"
2021,Spring,2021-sp,CMN,462,Interpersonal Health Comm,ONL,0,9,7,1,1,0,1,0,2,1,0,0,2,0,"Thompson, Charee M"
2021,Spring,2021-sp,CMN,462,Interpersonal Health Comm,ONL,0,19,3,2,1,2,1,0,3,0,0,0,2,0,"Thompson, Charee M"
2021,Spring,2021-sp,CMN,463,Organizational Health Comm,ONL,2,14,3,1,2,4,0,4,0,0,0,1,0,0,"Lammers, John C"
2021,Spring,2021-sp,CMN,465,Social Marketing,ONL,1,11,5,8,8,0,0,0,0,0,0,0,0,0,"Quick, Brian L"
2021,Spring,2021-sp,CMN,496,Provider Patient Communication,ONL,5,7,6,4,1,1,0,0,0,0,0,0,0,0,"Hsieh, Elaine K"
2021,Spring,2021-sp,CPSC,113,"Environment, Agric, & Society",Onl,32,9,3,6,7,0,2,0,0,0,1,0,1,0,"Christianson, Reid D"
2021,Spring,2021-sp,CPSC,116,The Global Food Production Web,ONL,0,155,0,0,21,0,0,8,0,0,1,0,5,0,"Bohn, Martin O"
2021,Spring,2021-sp,CPSC,117,Agric. & Science of Coffee,Onl,2,25,7,2,8,0,3,2,1,1,0,1,0,0,"Margenot, Andrew J"
2021,Spring,2021-sp,CPSC,131,Agriculture in Mythology,Onl,0,194,0,0,22,0,0,16,0,0,7,0,24,1,"Rayburn, A L"
2021,Spring,2021-sp,CPSC,212,Intro to Plant Protection,OLC,1,7,1,0,5,3,0,6,1,0,3,0,2,0,"Schroeder, Nathan E"
2021,Spring,2021-sp,CPSC,265,Genetic Engineering Lab,OLB,0,17,0,5,0,0,1,0,0,0,0,0,0,0,"Lambert, Kris N"
2021,Spring,2021-sp,CPSC,418,Crop Growth and Management,Onl,37,5,0,3,1,0,0,0,0,0,0,0,1,0,"Villamil, Maria B"
2021,Spring,2021-sp,CPSC,440,Applied Statistical Methods I,OLC,6,17,22,9,9,3,5,2,1,1,2,1,1,0,"Lipka, Alexander E"
2021,Spring,2021-sp,CS,101,Intro Computing: Engrg & Sci,OLC,155,286,51,33,19,13,13,11,7,6,1,3,14,0,"Davis, Neal E"
2021,Spring,2021-sp,CS,105,Intro Computing: Non-Tech,OLC,29,84,39,28,45,21,20,21,19,7,5,2,10,0,"Zilles, Craig"
2021,Spring,2021-sp,CS,105,Intro Computing: Non-Tech,OLC,18,93,39,42,34,9,21,24,12,7,6,4,8,0,"Zilles, Craig"
2021,Spring,2021-sp,CS,125,Intro to Computer Science,OLC,46,273,42,21,27,16,15,17,9,0,18,0,18,0,"Challen, Geoffrey W"
2021,Spring,2021-sp,CS,126,Software Design Studio,ONL,14,184,50,28,14,4,8,4,2,3,4,2,11,0,"Woodley, Michael J"
2021,Spring,2021-sp,CS,173,Discrete Structures,OLC,8,48,38,36,19,14,11,5,5,2,3,1,2,0,"Fleck, Margaret M"
2021,Spring,2021-sp,CS,173,Discrete Structures,OLC,15,38,36,17,23,9,12,9,2,3,1,2,1,0,"Fleck, Margaret M"
2021,Spring,2021-sp,CS,173,Discrete Structures,OLC,2,29,20,23,11,16,7,12,8,8,9,4,3,0,"Cosman, Benjamin L"
2021,Spring,2021-sp,CS,173,Discrete Structures,OLC,2,32,32,36,18,11,16,10,7,3,5,2,2,0,"Cosman, Benjamin L"
2021,Spring,2021-sp,CS,173,Discrete Structures,OLC,4,10,8,10,7,3,5,5,3,2,2,2,4,0,"Parthasarathy, Madhusudan"
2021,Spring,2021-sp,CS,196,Freshman Honors,OLC,33,17,3,1,0,1,0,0,0,0,0,0,1,0,"Challen, Geoffrey W"
2021,Spring,2021-sp,CS,199,Intro to Computer Science II,OLC,0,18,4,5,7,3,1,0,2,2,0,0,0,0,"Nowak, Michael"
2021,Spring,2021-sp,CS,210,Ethical & Professional Issues,OLC,4,89,3,6,8,2,1,2,1,0,1,0,1,0,"Cunningham, Ryan M"
2021,Spring,2021-sp,CS,225,Data Structures,OLC,30,326,34,28,19,21,15,24,11,15,15,6,27,0,"Evans, Graham C"
2021,Spring,2021-sp,CS,233,Computer Architecture,ONL,80,69,6,2,13,1,2,11,1,3,1,0,8,0,"Herman, Geoffrey L"
2021,Spring,2021-sp,CS,233,Computer Architecture,ONL,59,77,7,2,19,1,0,11,2,1,8,0,4,0,"Herman, Geoffrey L"
2021,Spring,2021-sp,CS,240,Intro to Computer Systems,OLC,3,21,3,4,0,0,1,0,3,1,1,0,3,0,"Fagen-Ulmschnei, Wade A"
2021,Spring,2021-sp,CS,241,System Programming,OLC,72,107,19,14,14,7,16,12,14,4,14,4,12,0,"Angrave, Lawrence"
2021,Spring,2021-sp,CS,242,Programming Studio,OLC,28,34,15,15,14,11,4,4,1,4,1,1,3,0,"Woodley, Michael J"
2021,Spring,2021-sp,CS,296,Honors Course,ONL,23,32,5,1,0,1,0,1,0,1,1,1,0,0,"Solomon, Brad R"
2021,Spring,2021-sp,CS,357,Numerical Methods I,ONL,87,91,29,13,14,7,7,14,11,9,14,7,14,0,"Silva, Mariana T"
2021,Spring,2021-sp,CS,361,Prob & Stat for Computer Sci,OLC,68,35,17,19,14,7,8,6,7,5,4,0,3,0,"Liu, Hongye"
2021,Spring,2021-sp,CS,374,Intro to Algs & Models of Comp,OLC,16,36,35,41,37,44,41,34,17,25,9,6,17,0,"Chekuri, Chandra S"
2021,Spring,2021-sp,CS,374,Intro to Algs & Models of Comp,OLC,9,17,22,18,20,17,26,21,12,9,3,6,2,0,"Kani, Nickvash"
2021,Spring,2021-sp,CS,411,Database Systems,ONL,15,27,13,8,9,11,7,3,2,0,0,1,4,0,"Chang, Kevin C"
2021,Spring,2021-sp,CS,411,Database Systems,ONL,66,147,62,48,23,19,11,12,10,4,3,1,6,0,"Alawini, Abdussalam A"
2021,Spring,2021-sp,CS,412,Introduction to Data Mining,ONL,22,57,41,18,10,5,1,0,0,0,1,0,4,0,"Han, Jiawei"
2021,Spring,2021-sp,CS,412,Introduction to Data Mining,ONL,45,35,20,14,6,4,4,3,1,0,4,0,7,0,"Banerjee, Arindam"
2021,Spring,2021-sp,CS,418,Interactive Computer Graphics,ONL,7,26,16,13,12,6,4,4,4,1,10,0,3,0,"Shaffer, Eric G"
2021,Spring,2021-sp,CS,418,Interactive Computer Graphics,ONL,4,13,3,8,1,2,1,1,2,0,1,0,1,0,"Shaffer, Eric G"
2021,Spring,2021-sp,CS,419,Production Computer Graphics,OLC,4,16,4,3,0,1,0,2,0,0,0,0,2,0,"Shaffer, Eric G"
2021,Spring,2021-sp,CS,421,Progrmg Languages & Compilers,ONL,58,61,0,12,7,0,12,4,0,34,3,0,6,0,"Beckman, Mattox A"
2021,Spring,2021-sp,CS,421,Progrmg Languages & Compilers,ONL,55,44,0,15,5,0,5,1,0,10,2,0,3,0,"Beckman, Mattox A"
2021,Spring,2021-sp,CS,423,Operating Systems Design,ONL,7,39,10,5,11,2,6,2,2,0,0,0,0,0,"Fagen-Ulmschnei, Wade A"
2021,Spring,2021-sp,CS,425,Distributed Systems,OLC,13,15,28,19,18,24,20,10,6,2,0,0,6,0,"Mittal, Radhika"
2021,Spring,2021-sp,CS,433,Computer System Organization,ONL,4,3,6,2,4,2,0,0,0,0,0,0,0,0,"Fletcher, Christopher W"
2021,Spring,2021-sp,CS,440,Artificial Intelligence,ONL,29,141,39,26,32,8,9,20,5,0,2,1,0,0,"Hasegawa-Johnso, Mark A"
2021,Spring,2021-sp,CS,445,Computational Photography,ONL,8,30,7,3,1,1,0,0,1,0,0,1,1,0,"Hoiem, Derek W"
2021,Spring,2021-sp,CS,445,Computational Photography,ONL,8,16,10,5,6,2,0,0,3,0,1,0,3,0,"Hoiem, Derek W"
2021,Spring,2021-sp,CS,446,Machine Learning,ONL,3,26,21,6,13,7,3,2,1,0,0,0,5,0,"Telgarsky, Matus J"
2021,Spring,2021-sp,CS,446,Machine Learning,OLC,3,24,26,13,5,7,3,2,1,1,0,0,2,0,"Schwing, Alexander G"
2021,Spring,2021-sp,CS,450,Numerical Analysis,ONL,34,31,20,14,5,6,9,4,2,1,0,0,1,0,"Solomonik, Edgar V"
2021,Spring,2021-sp,CS,461,Computer Security I,OLC,5,24,14,14,29,12,1,14,4,2,2,2,2,0,"Bailey, Michael D"
2021,Spring,2021-sp,CS,463,Computer Security II,ONL,3,17,7,0,1,2,0,2,0,1,0,0,0,0,"Wang, Gang"
2021,Spring,2021-sp,CS,465,User Interface Design,LCD,0,9,5,10,7,2,2,1,0,0,0,0,0,0,"Bailey, Brian P"
2021,Spring,2021-sp,CS,465,User Interface Design,OLC,1,21,9,9,16,1,2,2,0,0,0,0,1,0,"Bailey, Brian P"
2021,Spring,2021-sp,CS,466,Introduction to Bioinformatics,ONL,5,71,3,4,8,2,0,1,0,0,0,0,0,0,"Peng, Jian"
2021,Spring,2021-sp,CS,467,Social Visualization,ONL,15,43,10,4,3,0,0,0,0,0,0,0,0,0,"Karahalios, Kyratso G"
2021,Spring,2021-sp,CS,473,Algorithms,ONL,1,8,2,1,6,2,4,2,0,0,0,0,0,0,"Mehta, Ruta"
2021,Spring,2021-sp,CS,473,Algorithms,ONL,3,8,4,8,6,3,1,2,1,1,1,0,0,0,"Mehta, Ruta"
2021,Spring,2021-sp,CS,484,Parallel Programming,ONL,0,55,10,2,6,1,1,1,0,0,3,0,3,0,"Rauchwerger, Lawrence"
